,document,question,answer,metadata
157,"
583 SUCCESSION OF THE SPOUSE ALONE
In the absence of children, ascendants, brothers or sisters, the entire inheritance is devolved to the spouse.
 
","What happens if the deceased has no spouse, but has more distant relatives such as nieces, nephews, or cousins - are they entitled to any part of the inheritance?","The context provided does not address this scenario. It only states what happens in the absence of children, ascendants, brothers, or sisters, when the spouse is present. It does not provide information on what happens if there is no spouse. Therefore, based on the given context, it is unclear whether nieces, nephews, or cousins would be entitled to any part of the inheritance in such a case.","{'civil_codes_used': 'Art. 583', 'law': 'Inheritance', 'type': 'ITALY'}"
158,"
746 COLLATION OF REAL ESTATE
The collation of immovable property is made either by rendering the property in kind or by imputing its value to one's portion, at the option of the person making the contribution.
If the real estate has been alienated or mortgaged, the collation is made only by imputation.

",What happens if I've already sold a piece of inherited real estate - can I still be required to contribute its value to the overall inheritance distribution through collation?,"Yes, you can still be required to contribute its value. According to the rules, if the real estate has been alienated (or sold), the collation is made only by imputing its value to your portion.","{'civil_codes_used': 'Art. 746', 'law': 'Inheritance', 'type': 'ITALY'}"
159,"
713 FACULTY TO APPLY FOR DIVISION 
Coheirs might always apply for division.
When, however, all or some of the instituted heirs are minors, the testator might provide that the division shall not take place until one year has elapsed since the age of majority of the last born.
He might also provide that the division of the estate or some of its property shall not take place before a period not exceeding five years has elapsed since his death.
However, in both cases the judicial authority, if grave circumstances so require, might, upon the petition of one or more coheirs, allow the division to take place without delay or after a shorter period of time than that stipulated by the testator.

","If the testator has specified that the division of the estate should not take place until five years have elapsed since their death, can a coheir still apply for an earlier division if they are experiencing financial hardship or other exceptional circumstances?","Yes, according to the context, even if the testator specified that the division should not take place until five years have elapsed since their death, the judicial authority may still allow the division to take place without delay or after a shorter period of time than stipulated if ""grave circumstances"" require it. This implies that if a coheir is experiencing financial hardship or other exceptional circumstances that could be considered ""grave circumstances"", they can petition for an earlier division.","{'civil_codes_used': 'Art. 713', 'law': 'Inheritance', 'type': 'ITALY'}"
161,"
768-QUINQUIES DEFECTS IN CONSENT
The agreement might be challenged by the participants under Articles 1427 et seq.
The action is prescribed in the period of one year.

",What are the specific circumstances under Article 1427 et seq. that would allow a participant to challenge an inheritance agreement due to defects in consent?,"The context does not provide specific details on the circumstances under Article 1427 et seq. that would allow a participant to challenge an inheritance agreement due to defects in consent. It only mentions that the agreement might be challenged by the participants under these articles, with a one-year prescription period for the action.","{'civil_codes_used': 'Art. 1427 et seq.', 'law': 'Inheritance', 'type': 'ITALY'}"
162,"
711 REMUNERATION
The office of the executor is free of charge. However, the testator might establish remuneration from the estate.

",What happens if the testator doesn't specify any remuneration for the executor in their will - are they still entitled to any compensation from the estate?,"According to the context, if the testator doesn't specify any remuneration, then the office of the executor is ""free of charge"", implying that the executor would not be entitled to any compensation from the estate.","{'civil_codes_used': 'Art. 711', 'law': 'Inheritance', 'type': 'ITALY'}"
163,"
698 SUBSEQUENT USUFRUCT
The disposition, by which a usufruct, annuity or annuity is left to several persons successively, shall have force only in favor of those who at the death of the testator are first called upon to enjoy it.

","What happens to the subsequent beneficiaries if the first person in line to receive the usufruct, annuity, or other benefit predeceases the testator?","The disposition shall have force only in favor of those who at the death of the testator are first called upon to enjoy it. This implies that if the first person in line predeceases the testator, the subsequent beneficiaries will not receive the benefit, as they were not the first in line at the time of the testator's death.","{'civil_codes_used': 'Art. 698', 'law': 'Inheritance', 'type': 'ITALY'}"
164,"
655 LEGACY OF THING TO BE TAKEN FROM CERTAIN PLACE
The legacy of things to be taken from certain place takes effect only if the things are found there, and for the part that is found there; it takes effect, however, for the whole when, at the death of the testator, the things are not found there, in whole or in part, because they had been temporarily removed from the place where they were usually kept.

","What happens if the items I've left as a legacy in my will are normally stored in a specific location, but at the time of my death, they have been permanently removed to a different location, rather than just being temporarily taken away?","According to the context provided, the legacy takes effect only for the part that is found in the specified location. If the items are not found there, either in whole or in part, because they had been temporarily removed, the legacy still takes effect for the whole. However, it does not explicitly state what happens if the items have been permanently removed. Therefore, based on the given context, it can be inferred that the legacy may not take effect for the whole if the items are permanently removed from the specified location, but this is not clearly stated and may be open to interpretation.","{'civil_codes_used': 'Art. 655', 'law': 'Inheritance', 'type': 'ITALY'}"
165,"
570 SUCCESSION OF BROTHERS AND SISTERS
A person who dies without leaving children, parents or other ascendants is succeeded by his brothers and sisters in equal shares.
Unilateral brothers and sisters, however, attain half of the share attained by the germans.
 
","If a person has both full siblings (germans) and half-siblings (unilateral brothers and sisters), how will their inheritance be divided among them according to Italian law?","According to the context, if a person has both full siblings (germans) and half-siblings (unilateral brothers and sisters), their inheritance will be divided as follows:

* Full siblings (germans) will receive equal shares.
* Half-siblings (unilateral brothers and sisters) will receive half of the share that each full sibling receives.

In other words, the full siblings will split the inheritance equally among themselves, and then each half-sibling will receive half of the amount that each full sibling receives.","{'civil_codes_used': 'Art. 570', 'law': 'Inheritance', 'type': 'ITALY'}"
166,"
563 ACTION AGAINST SUCCESSORS BY DONEES SUBJECT TO REDUCTION
f the donees against whom the reduction has been pronounced have alienated the donated real estate to third parties and twenty years have not elapsed since the transcription of the donation, the legitimary, subject to the execution of the donee's property, may ask the subsequent purchasers, in the manner and order in which it could be asked of the donees themselves, for the restitution of the real property.
The action to obtain restitution must be brought in the order of the date of the alienations, beginning with the last one. Against third-party purchasers the restitution of the movable property, the object of the donation, may also be claimed within the term referred to in subsection 1, subject to the effects of possession in good faith.
The third party purchaser may release itself from the obligation to return the donated property in kind by paying the equivalent in money.
Without prejudice to the provisions of number 8) of ART2652, the lapse of the time limit referred to in the first paragraph and that referred to in the first paragraph of article 561 is suspended with respect to the donor's spouse and relatives in the direct line who have served and transcribed, with respect to the donee and his successors in title, an extrajudicial deed of opposition to the donation. The opposing party's right is personal and renounceable. The opposition loses its effect if it is not renewed before twenty years have elapsed since its transcription.

",Here is a clear and helpful question that a user might ask after reading this Italian law about inheritance:,"It seems like you forgot to include the actual question. Please go ahead and ask your question about the Italian law regarding inheritance, and I'll do my best to provide an answer based on the context provided!","{'civil_codes_used': 'Art. 561', 'law': 'Inheritance', 'type': 'ITALY'}"
167,"
479 TRANSMISSION OF THE RIGHT OF ACCEPTANCE
If the successor dies without having accepted it, the right of acceptance is transmitted to the heirs.
If they do not agree to accept or waiver, the one who accepts the inheritance acquires all rights and is subject to all burdens of inheritance, while the one who has waivered, remains outside it.
The waiver of the inheritance proper to the transmitter includes a waiver of the inheritance devolving on him.

",What happens if one of the heirs accepts the inheritance but another heir waives it - do they still have any rights or responsibilities related to the inherited assets?,"According to the context, if one of the heirs accepts the inheritance and another heir waives it, the accepting heir ""acquires all rights and is subject to all burdens of inheritance"", while the waiving heir ""remains outside it"". This means that the waiving heir will have no further rights or responsibilities related to the inherited assets.","{'civil_codes_used': 'Art. 479', 'law': 'Inheritance', 'type': 'ITALY'}"
168,"
748 IMPROVEMENTS, EXPENSES AND DETERIORATION
In all cases, the value of improvements made to the estate must be deducted in favor of the donee within the limits of their value at the time of the open succession.
Extraordinary expenses incurred by him for the preservation of the thing, not caused by his fault, must also be computed in favor of the donee.
The donee on his part is obligated for deteriorations that, through his fault, have diminished the value of the property.
A coheir who contributes property in kind might retain possession of it until the actual reimbursement of the sums due to him for expenses and improvements.

","What happens if a coheir makes improvements to an inherited property, but another coheir causes deterioration to the same property - how are these conflicting claims settled under Italian inheritance law?","Under the provided context, if a coheir makes improvements to an inherited property and another coheir causes deterioration to the same property, their claims would be settled as follows:

1. The value of the improvements made by the first coheir must be deducted in their favor, up to the limits of their value at the time of the open succession.
2. The second coheir is obligated for the deteriorations that have diminished the value of the property, but only if the deterioration was caused through their fault.

In essence, the first coheir would be reimbursed for the improvements they made, while the second coheir would be responsible for compensating for any deterioration they caused. This suggests a principle of accounting for both positive and negative changes to the property's value during the period of co-ownership or management, with each coheir being held accountable for their respective actions that affected the property's condition and value.","{'civil_codes_used': 'Art. 748', 'law': 'Inheritance', 'type': 'ITALY'}"
169,"
741 COLLATION OF MISCELLANEOUS ASSIGNMENTS
It shall be subject to collation what the deceased has spent in favor of his descendants for allotments made on account of marriage, to initiate them into the exercise of a productive or professional activity, to satisfy premiums relating to life insurance contracts in their favor or to pay their debts.

","What types of expenses made by the deceased in favor of their descendants are subject to collation under Italian inheritance law, and how do these expenses affect the distribution of the estate?","According to the provided context, the following expenses made by the deceased in favor of their descendants are subject to collation:

1. Allotments made on account of marriage
2. Expenses to initiate them into the exercise of a productive or professional activity
3. Premiums relating to life insurance contracts in their favor
4. Payments to satisfy their debts

These expenses are subject to collation, meaning they will be taken into account when distributing the estate, likely to ensure a more equal distribution among the descendants. However, the context does not provide further details on how these expenses specifically affect the distribution of the estate.","{'civil_codes_used': 'Art. 741', 'law': 'Inheritance', 'type': 'ITALY'}"
170,"
590 CONFIRMATION AND VOLUNTARY EXECUTION OF VOID TESTAMENTARY DISPOSITIONS
The nullity of testamentary disposition, from whatever cause it may depend, cannot be invoked by one who, knowing the cause of the nullity, has, after the death of the testator, confirmed the disposition or voluntarily executed it.
 
","If I knowingly benefit from a will that has a flaw making it invalid, can I later challenge the will's validity in court if I change my mind about accepting the inheritance?","No, according to the context provided, if you know about the flaw making the will invalid and still choose to accept the benefits (i.e., confirm or voluntarily execute the disposition), you cannot later invoke that nullity in court.","{'civil_codes_used': 'Art. 590', 'law': 'Inheritance', 'type': 'ITALY'}"
171,"
710 EXEMPTION OF THE EXECUTOR
At the instance of any interested party, the judicial authority might exonerate the executor from his office for serious irregularities in the performance of his duties, for unfitness for the office, or for committing actions that undermine his confidence.
The judicial authority shall hear the executor before making such provision and might order appropriate investigations.

","What are some examples of ""serious irregularities"" that could lead to an executor being exonerated from their office under Italian inheritance law?","The context does not provide specific examples of ""serious irregularities"". However, it mentions that the judicial authority may exonerate the executor for ""serious irregularities in the performance of his duties"", suggesting that this could include failures to properly manage or distribute the estate, breaches of fiduciary duty, or other significant mistakes or misactions by the executor.","{'civil_codes_used': 'Art. 710', 'law': 'Inheritance', 'type': 'ITALY'}"
172,"
644 OBLIGATIONS AND FACULTIES OF ADMINISTRATORS
Common to the administrators indicated by the preceding articles are the rules that refer to the administrators of the inheritance in abeyance.

",What specific responsibilities and powers do administrators of an inheritance in abeyance have according to Italian law?,"The provided context does not specify the particular responsibilities and powers of administrators of an inheritance in abeyance. It only mentions that common rules apply to them, as indicated by preceding articles, but it does not detail what those rules are. Therefore, based on the given information, it is not possible to determine the specific obligations and faculties of these administrators.","{'civil_codes_used': 'Art. 644', 'law': 'Inheritance', 'type': 'ITALY'}"
173,"
536
LEGITIMARIES
Persons in whose favor the law reserves a share of inheritance or other rights in the succession are: spouse, children, ascendants. 
Adopted children are equated with children.
In favor of the descendants of , who come to the succession in their stead, the law reserves the same rights that are reserved for children. 

","What happens to the share of inheritance reserved for a child if they predecease the parent, and do their own children (the grandchildren of the deceased) have any automatic rights to inherit?","According to the context, if a child predeceases the parent, their share of inheritance is reserved for their descendants (i.e., the grandchildren of the deceased). The law reserves the same rights for these descendants as it would for children, meaning that the grandchildren automatically have the right to inherit their parent's share.","{'civil_codes_used': 'Art. 536', 'law': 'Inheritance', 'type': 'ITALY'}"
174,"
712 EXPENSES
Expenses made by the executor in the performance of his office shall be borne by the estate.

","""What types of expenses are considered legitimate costs that can be reimbursed from the estate, and how does the executor go about getting approval for these expenses?""","According to the context provided, expenses made by the executor in the performance of their office are considered legitimate costs that can be borne by the estate. However, it does not specify how the executor goes about getting approval for these expenses. It only states that such expenses shall be borne by the estate, implying reimbursement is allowed, but the approval process is not mentioned.","{'civil_codes_used': 'Art. 712', 'law': 'Inheritance', 'type': 'ITALY'}"
175,"
674 ACCRETION AMONG CO-HEIRS
When several heirs have been established by the same will in the universality of property, without determination of parts or in equal parts, even if determined, if one of them is unable or unwilling to accept his share he shall accrue to the others.
If several heirs have been established in the same share, the accretion shall take place in favor of the others established in the same share.
Accretion does not take place when the will shows a different will of the testator.
In any case, the right of representation shall be excepted.

",What happens to the share of an heir who is unable or unwilling to accept their inheritance if there are multiple heirs established by the same will?,The share accrues to the other heirs.,"{'civil_codes_used': 'Art. 674', 'law': 'Inheritance', 'type': 'ITALY'}"
176,"
687 REVOCATION DUE TO SUPERVENING CHILDREN
Dispositions by universal or particular title, made by one who at the time of the will did not have or was unaware of having children or descendants, shall be revoked as of right by reason of the existence or supervening of a child or descendant of the testator, even if posthumous, including adoptive, or by reason of the recognition of a child born out of wedlock. 
Revocation takes place even if the child was conceived at the time of the will.
On the other hand, revocation does not take place if the testator has made provision for the case that children or descendants of children existed or survived.
If children or descendants do not come to the succession and no representation is made, the disposition has its effect.

","What happens to my will if I have a child after making it, but I had already accounted for the possibility of having children in the will itself?","According to the context, revocation does not take place if you (the testator) have made provision for the case that children or descendants existed or survived. Therefore, your will remains in effect and is not revoked by the birth of a child after it was made, since you had already accounted for this possibility in the will itself.","{'civil_codes_used': 'Art. 687', 'law': 'Inheritance', 'type': 'ITALY'}"
177,"
638 CONDITIONS OF NOT TO DO OR NOT TO GIVE
If the testator has made a disposition under the condition that the heir or legatee shall not do or give anything for an indefinite period of time, the disposition shall be deemed to have been made under a resolutive condition, unless the will shows a contrary will of the testator.

","What happens if the testator's will doesn't explicitly state their intention, and the heir or legatee is required not to do or give something for an indefinite period - will the disposition still be considered under a resolutive condition?","Yes, according to the context, if the testator's will does not show a contrary intention, the disposition shall be deemed to have been made under a resolutive condition.","{'civil_codes_used': 'Art. 638', 'law': 'Inheritance', 'type': 'ITALY'}"
178,"
502 PAYMENT OF CREDITORS AND LEGATEES
Once the graduation status has become final or the judgment ruling on the claims has become final, the heir  satisfies creditors and legatees in accordance with the same status. This constitutes an enforceable title against the heir.
The placement of conditional claims does not prevent the payment of later creditors, provided they give security.
Creditors and legatees who have not appeared have an action against the heir only to the extent of the amount remaining after payment of creditors and legatees placed in the state of graduation. This action prescribes in three years from the day on which the status became final or the judgment pronouncing on the claims became final, unless the claim is previously prescribed.
 
","What happens if a creditor or legatee doesn't come forward until after other creditors and legatees have already been paid - can they still receive payment from the heir, and are there any time limits for making their claim?","According to the context, if a creditor or legatee doesn't come forward until after other creditors and legatees have already been paid, they can still receive payment from the heir, but only to the extent of the amount remaining after payment of those who were placed in the state of graduation. Additionally, their claim is subject to a 3-year time limit, starting from the day on which the status became final or the judgment pronouncing on the claims became final, unless the claim is previously prescribed.","{'civil_codes_used': 'Art. 502', 'law': 'Inheritance', 'type': 'ITALY'}"
179," 
607 VALIDITY OF SECRET WILL AS HOLOGRAPHIC.
A secret will, which lacks some requirement of its own, has effect as a holographic will, if it has the requirements of the latter. 

",What specific requirements must a secret will meet in order to be considered valid as a holographic will under Italian law?,"According to the provided context, a secret will can be considered valid as a holographic will if it meets ""the requirements of the latter"", meaning it must have the requirements of a holographic will. However, the specific requirements of a holographic will are not listed in the context. It only states that the secret will must lack some requirement of its own and meet the requirements of a holographic will to be valid as such.","{'civil_codes_used': 'Art. 607', 'law': 'Inheritance', 'type': 'ITALY'}"
181,"
 458 PROHIBITION OF AGREEMENTS ON INHERITANCE
Without prejudice to the provisions of Articles 768-bis et seq. (i.e., family agreement as the agreement whereby, subject to the provisions on family business and in compliance with the different types of company, the entrepreneur transfers, in whole or in part, the business, and the holder of shares in the company transfers, in whole or in part, his shares to one or more descendants) any agreement by which anyone disposes of his succession is null and void. Likewise, any act by which someone disposes of or renounces the rights to which he may be entitled on a succession that has not yet opened is null and void.
 
","Can I make a legal agreement with my family members to distribute my assets in a specific way after I pass away, or are such agreements considered null and void under Italian law?","According to the context provided, any agreement by which someone disposes of their succession (i.e., distributes their assets) is null and void. However, there is an exception mentioned in the context, referring to ""family agreements"" as defined in Articles 768-bis et seq., which seem to allow for certain types of agreements related to family businesses and company shares. But for general asset distribution, such agreements are considered null and void under Italian law.","{'civil_codes_used': 'Art. Articles 768-bis et seq.', 'law': 'Inheritance', 'type': 'ITALY'}"
182,"
534 RIGHTS OF THIRD PARTIES
The heir can also take action against successors in title from those who possess as heirs or without title.
The rights acquired, as a result of agreements for consideration with the heir apparent, by third parties who prove that they bargained in good faith are not affected.
The provision of the preceding paragraph does not apply to real property and movable property entered in public registers, if the purchase by title of heir and the purchase from the heir apparent have not been transcribed prior to the transcription of the purchase by the heir or the true legatee, or the transcription of the court application against the heir apparent.

",What happens to the rights of third parties who purchased property in good faith from an heir apparent if the actual heir later emerges and claims ownership of the property?,"The rights acquired by third parties who purchased property in good faith from an heir apparent are not affected, as long as they can prove that they bargained in good faith. However, this protection does not apply to real property and movable property entered in public registers, unless the purchase from the heir apparent was transcribed prior to the transcription of the purchase by the actual heir or the true legatee.","{'civil_codes_used': 'Art. 534', 'law': 'Inheritance', 'type': 'ITALY'}"
183," 
506 INDIVIDUAL PROCEDURES
After the publication prescribed in the third paragraph of ART498 has been carried out, no enforcement procedures may be instituted at the instance of creditors. However, those in progress can be continued, but the part of the price remaining after the payment of preferential and mortgage creditors must be distributed according to the graduation status provided for in ART499.
Time-bound claims become due. The benefit of the time limit remains, however, when the claim is secured by collateral on assets the alienation of which is not necessary for the purposes of liquidation, and the collateral is capable of ensuring the full satisfaction of the claim.
From the date of publication of the invitation to creditors provided for in Art. 498(3) the running of interest on unsecured claims is suspended. The creditors are however entitled, after the liquidation has been completed, to the payment of interest on any residual amount.

","What happens to the interest on my unsecured claim against the estate during the liquidation process, and will I still be able to collect interest on any remaining balance after the liquidation is complete?","According to the context provided, from the date of publication of the invitation to creditors, the running of interest on your unsecured claim is suspended. However, after the liquidation has been completed, you will still be entitled to the payment of interest on any residual amount that remains due to you.","{'civil_codes_used': 'Art. ART498', 'law': 'Inheritance', 'type': 'ITALY'}"
184,"
706 DIVISION TO BE MADE BY THE EXECUTOR
The testator might provide that the executor, when he is not an heir or legatee, shall make the division among the heirs of the property of the estate. In this case the provisions of ART733 shall be observed.
Before making the division the executor shall hear the heirs.

","What happens if the heirs disagree with the division made by the executor, is there a process for them to contest or appeal the decision?","The context does not provide information on what happens if the heirs disagree with the division made by the executor or if there is a process for them to contest or appeal the decision. It only mentions that the executor shall hear the heirs before making the division, but it does not elaborate on any potential disputes or appeals.","{'civil_codes_used': 'Art. ART733', 'law': 'Inheritance', 'type': 'ITALY'}"
185,"
738 LIMITS OF COLLATION FOR THE SPOUSE
Gifts of small value made to a spouse are not subject to collation.

","What is considered ""small value"" in the context of gifts to a spouse that are exempt from collation under Italian inheritance law?","The provided context does not specify what is considered ""small value"". It only states that gifts of small value made to a spouse are not subject to collation, without defining the threshold for ""small value"".","{'civil_codes_used': 'Art. 738', 'law': 'Inheritance', 'type': 'ITALY'}"
186,"
686 ALIENATION AND TRANSFORMATION OF THE THING LEGATED
The alienation that the testator makes of the thing legated or part of it, including by sale with redemption agreement, revokes the legacy with respect to what has been alienated, even when the alienation is voidable for causes other than defects of consent, or the thing returns to the testator's property.
The same is the case if the testator has transformed the thing legated into another, so that the one has lost its former form and primitive name.
Evidence of a different will of the testator is admitted.

","What happens to the legacy if the testator alienates or transforms the legated item but later reacquires it, does the legacy automatically revive or is it still considered revoked?","According to the context, even if the thing returns to the testator's property (i.e., they reacquire it), the legacy is still considered revoked with respect to what has been alienated. The revocation is not conditional on the testator's continued ownership or possession of the legated item, but rather occurs at the time of alienation or transformation. Therefore, the legacy does not automatically revive if the testator reacquires the item.","{'civil_codes_used': 'Art. 686', 'law': 'Inheritance', 'type': 'ITALY'}"
187,"
737 PERSONS LIABLE FOR COLLATION
The children and their descendants and the spouse who contribute to the succession must contribute to the coheirs all that they have received from the deceased by donation directly or indirectly, unless the deceased has dispensed them from this.
The dispensation from collation shall have no effect except to the extent of the share available.

","What exactly is meant by ""dispensation from collation"" and how can a deceased person effectively dispense their heirs from contributing to collation in an Italian inheritance?","According to the context, ""dispensation from collation"" refers to the act of a deceased person exempting their heirs (children, descendants, or spouse) from contributing to the coheirs all that they have received by donation directly or indirectly. In other words, it's a waiver that releases the heir from the obligation to add what they received as a gift during the deceased's lifetime to the inheritance.

To effectively dispense their heirs from contributing to collation, the deceased must explicitly state this intention, likely through a will or another document, such as a deed of gift. The context does not provide further details on how this should be done, but it implies that the deceased must take some action to grant this dispensation.

It's also important to note that the dispensation from collation ""shall have no effect except to the extent of the share available"", which suggests that there may be limitations or restrictions on the scope of the dispensation. However, without further context, it is unclear what exactly this means or how it would be applied in practice.","{'civil_codes_used': 'Art. 737', 'law': 'Inheritance', 'type': 'ITALY'}"
188,"
512 OBJECT OF SEPARATION
The separation of the deceased's property from that of the heir ensures the satisfaction, with the deceased's property, of his creditors and legatees who have exercised it in preference to the heir's creditors.
The right to separation also accrues to creditors or legatees who have other security over the deceased's property.
Separation does not prevent creditors and legatees who have exercised it from also being satisfied on the heir's own property.

","If I'm a creditor of the deceased, can I choose to be paid from either the deceased's property or the heir's property, or am I required to exhaust all options for payment from the deceased's property first?","According to the context, as a creditor of the deceased, you have the option to exercise your right to separation, which allows you to be satisfied with the deceased's property. However, it is also stated that ""Separation does not prevent creditors... who have exercised it from also being satisfied on the heir's own property."" This implies that you can choose to be paid from the deceased's property first (by exercising your right to separation), but if that is not sufficient, you can also seek payment from the heir's own property. You are not required to exhaust all options for payment from the deceased's property first, as the context suggests that you can pursue both options.","{'civil_codes_used': 'Art. 512', 'law': 'Inheritance', 'type': 'ITALY'}"
189,"
521 RETROACTIVITY OF THE WAIVER
A person who renounces the inheritance is considered as if he had never been called to it.
However, the renouncer may retain the donation or claim the legacy made to him up to the amount of the available portion, subject to the provisions of Articles 551 and 552.

","If I renounce my inheritance, can I still receive any gifts or legacies that were specifically left to me in the will, and if so, are there any limitations on the value of these gifts?","According to Article 521, if you renounce your inheritance, you may still retain a donation or claim a legacy made to you, but only up to the amount of the available portion. This suggests that yes, you can still receive gifts or legacies left to you in the will, but there are limitations on the value, which are subject to the provisions of Articles 551 and 552.","{'civil_codes_used': 'Art. 521', 'law': 'Inheritance', 'type': 'ITALY'}"
190,"
542
CONCURRENCE OF SPOUSE AND CHILDREN 
If the person who dies leaves, in addition to his spouse, only one child, the latter  has one-third of the estate reserved for him and another one-third  belongs to the spouse.
When the children, are more than one, half of the estate is reserved for them in total and the spouse is entitled to one-fourth of the deceased's estate. The division among all children, is made in equal parts. 

","What happens if the deceased has no children, only a spouse - what portion of the estate does the spouse inherit in this case?","The context doesn't explicitly state what happens if the deceased has no children, only a spouse. It only discusses scenarios where the deceased leaves behind a spouse and one or more children. Therefore, it is not possible to determine the spouse's inheritance in this case based on the provided context.","{'civil_codes_used': 'Art. 542', 'law': 'Inheritance', 'type': 'ITALY'}"
191,"
477 DONATION, SALE AND ASSIGNMENT OF INHERITANCE RIGHTS
The donation, sale or assignment, which the successor makes of his or her rights of succession to a stranger or to all or any of the other persons called, constitute acceptance of the estate.
 
","If I sell or donate my inheritance rights to someone else, does that mean I'm still considered to have accepted the entire estate, even if I no longer have control over it?","Yes, according to the provided context, selling or donating your inheritance rights is considered acceptance of the estate. The fact that you no longer have control over it does not change this; the act of donation, sale, or assignment itself constitutes acceptance.","{'civil_codes_used': 'Art. 477', 'law': 'Inheritance', 'type': 'ITALY'}"
193,"
485 SUCCESSOR IN POSSESSION OF PROPERTY
The successor when in any capacity he is in possession of hereditary property, must make the inventory within three months from the day of the opening of the succession or the notice of the devolution of the estate. If within this period he has begun it but has been unable to complete it, he may obtain from the court of the place where the succession opened an extension, which, except in serious circumstances, shall not exceed three months. 
After this period has elapsed without the inventory having been completed, the successor is considered the heir pure and simple.
Once the inventory has been completed, the successor who has not yet made the declaration pursuant to ART484 has a period of forty days from the date of the completion of the inventory to deliberate whether he accepts or renounces the inheritance. After this period has elapsed without his having deliberated, he shall be considered heir pure and simple.

",What happens if I don't complete the inventory within the given timeframe or fail to make a decision about accepting or renouncing the inheritance within 40 days after completing it?,You will be considered the heir pure and simple.,"{'civil_codes_used': 'Art. ART485', 'law': 'Inheritance', 'type': 'ITALY'}"
194,"
658 LEGATE OF A CLAIM OR RELEASE FROM DEBT
A legacy of a claim or release from a debt is effective only for that part of the claim or debt that exists at the time of the testator's death.
The heir is only obliged to deliver to the legatee the titles of the legatee's claim that were with the testator.

","What happens if the debt or claim that was left as a legacy has changed or been partially paid off after the testator's death, but before it can be transferred to the legatee?","The legacy is only effective for the part of the claim or debt that existed at the time of the testator's death. Any changes or payments made after the testator's death do not affect the legacy. The heir is still only obliged to deliver the titles of the claim as they existed at the time of the testator's death, and the legatee will only receive the portion of the claim that was in effect at that time.","{'civil_codes_used': 'Art. 658', 'law': 'Inheritance', 'type': 'ITALY'}"
195,"
654 LEGACY OF THING NOT EXISTING IN THE ESTATE
When the testator has left a particular thing of his or her own, or a thing determined only in kind to be taken from his or her estate, the legacy has no effect if the thing is not in the testator's estate at the time of his or her death.
If the thing is in the testator's estate at the time of his death, but not in the quantity determined, the legacy takes effect for the quantity found therein.

","What happens if the testator had intended to leave a specific item as a legacy, but it was sold or given away before their death, and therefore is no longer part of their estate at the time of passing?","The legacy has no effect. According to the context, ""the legacy has no effect if the thing is not in the testator's estate at the time of his or her death."" Since the item was sold or given away and is no longer part of the estate, the legacy is essentially void.","{'civil_codes_used': 'Art. 654', 'law': 'Inheritance', 'type': 'ITALY'}"
196,"
472
INHERITANCES DEVOLVED TO EMANCIPATED MINORS OR INCAPACITATED PERSONS
Emancipated minors and incapacitated persons can not accept inheritances except with the benefit of inventory, observing the provisions of ART394.

","What are the specific requirements and procedures that must be followed when an emancipated minor or incapacitated person accepts an inheritance with the benefit of inventory, as mentioned in Article 394?","The context does not provide specific details on the requirements and procedures for accepting an inheritance with the benefit of inventory as outlined in Article 394. It only mentions that emancipated minors and incapacitated persons can accept inheritances except with the benefit of inventory, observing the provisions of ART394, without elaborating further on what those provisions entail.","{'civil_codes_used': 'Art. 472', 'law': 'Inheritance', 'type': 'ITALY'}"
197,"
610 TERM OF EFFICACY
A will received in the manner specified in the preceding ARTshall lose its effectiveness three months after the termination of the cause that prevented the testator from availing himself of the ordinary forms.
If the testator dies in the interval, the will shall be deposited, as soon as practicable, in the notarial archives of the place where it was received.

",What happens to a will's validity if the testator does not die within the three-month period after the cause preventing them from using ordinary forms has ended?,"The will loses its effectiveness. According to the context, ""A will... shall lose its effectiveness three months after the termination of the cause that prevented the testator from availing himself of the ordinary forms."" This implies that if the three-month period passes without the testator's death, the will is no longer valid.","{'civil_codes_used': 'Art. 610', 'law': 'Inheritance', 'type': 'ITALY'}"
198,"
760 INEXECUTABILITY OF CLAIMS
No security shall be due for the insolvency of the debtor of a claim assigned to one of the co-heirs, if the insolvency has arisen only after the division has been made.
Security for the solvency of the debtor of an annuity is due for the five years following the division.

","What happens if the debtor of a claim assigned to me as a co-heir becomes insolvent before the division of the inheritance is made, am I still entitled to some form of security or compensation?","The provided context does not explicitly address the situation where the debtor becomes insolvent before the division of the inheritance is made. It only mentions that no security shall be due if the insolvency arises after the division has been made, but it does not specify what happens if the insolvency occurs before the division. Therefore, based on the given context, it cannot be determined if you are entitled to some form of security or compensation in such a scenario.","{'civil_codes_used': 'Art. 760', 'law': 'Inheritance', 'type': 'ITALY'}"
199,"
469 EXTENSION OF THE RIGHT OF REPRESENTATION. DIVISION.
Representation takes place in infinity, be the degree of descendants and their number in each lineage equal or unequal.
Representation also takes place in the case of unicity of lineage.
When there is representation, division takes place by lineages.
If a lineage has produced several branches, the division takes place by lineages also in each branch, and by heads among the members of the same branch.
 
","What happens if one of my siblings has predeceased me, does their share of the inheritance pass to their children, and how is it divided among them?","According to the context, representation takes place, meaning that your sibling's share of the inheritance passes to their children. The division then takes place by lineages, which in this case means that their children will divide their parent's share among themselves. If there are multiple branches within those children (e.g., grandchildren), the division will take place by lineages within each branch, and then by heads (i.e., equally) among the members of the same branch.","{'civil_codes_used': 'Art. 469', 'law': 'Inheritance', 'type': 'ITALY'}"
